State,Measures,Year,Values
Connecticut,Highway Fatalities,2013,286
Connecticut,Highway use of gasoline (thousand gallons),2013,1398670
Connecticut,Highway vehicle-miles traveled (millions),2013,30941.1856
Connecticut,Vehicles,2013,2855540
Connecticut,Licensed drivers,2013,2534090
Connecticut,Transit Ridership,2014,46084957
Connecticut,Highway Fatalities,2014,248
Connecticut,Highway use of gasoline (thousand gallons),2014,1419108
Connecticut,Highway vehicle-miles traveled (millions),2014,31190.31408
Connecticut,Vehicles,2014,2866460
Connecticut,Licensed drivers,2014,2542588
Delaware,Transit Ridership,2021,5180322
Delaware,Highway use of gasoline (thousand gallons),2021,463301
Delaware,Highway vehicle-miles traveled (millions),2021,10152.42445
Delaware,Vehicles,2021,472175
Delaware,Licensed drivers,2021,848504
Delaware,Transit Ridership,2020,6776344
Delaware,Highway Fatalities,2020,116
Delaware,Highway use of gasoline (thousand gallons),2020,429937
Delaware,Highway vehicle-miles traveled (millions),2020,8345.22961
Delaware,Vehicles,2020,1006135
Delaware,Licensed drivers,2020,829226
Delaware,Transit Ridership,2022,6847028
Delaware,Highway use of gasoline (thousand gallons),2022,452587
Delaware,Highway vehicle-miles traveled (millions),2022,9872.39943
Delaware,Vehicles,2022,467268
Delaware,Licensed drivers,2022,862122
Delaware,Transit Ridership,2018,8096943
Delaware,Highway Fatalities,2018,111
Delaware,Highway use of gasoline (thousand gallons),2018,485874
Delaware,Highway vehicle-miles traveled (millions),2018,10179.38381
Delaware,Vehicles,2018,1008468
Delaware,Licensed drivers,2018,786504
Delaware,Transit Ridership,2019,8109258
Delaware,Highway Fatalities,2019,132
Delaware,Highway use of gasoline (thousand gallons),2019,522552
Delaware,Highway vehicle-miles traveled (millions),2019,10245.15892
Delaware,Vehicles,2019,1016927.475
Delaware,Licensed drivers,2019,812529
Delaware,Person miles (millions),2017,28770
Delaware,Person trips (millions),2017,2166
Delaware,Persons traveling (thousands),2017,1828
Delaware,Transit Ridership,2017,8465452
Delaware,Highway Fatalities,2017,119
Delaware,Highway use of gasoline (thousand gallons),2017,466810
Delaware,Highway vehicle-miles traveled (millions),2017,10466.907
Delaware,Vehicles,2017,970733
Delaware,Licensed drivers,2017,770512
Delaware,Transit Ridership,2010,10162521
Delaware,Highway Fatalities,2010,101
Delaware,Highway use of gasoline (thousand gallons),2010,425326
Delaware,Highway vehicle-miles traveled (millions),2010,8947.67132
Delaware,Vehicles,2010,799012
Delaware,Licensed drivers,2010,695036
Delaware,Transit Ridership,2011,10888537
Delaware,Highway Fatalities,2011,99
Delaware,Highway use of gasoline (thousand gallons),2011,409634
Delaware,Highway vehicle-miles traveled (millions),2011,9028.172588
Delaware,Vehicles,2011,929415
Delaware,Licensed drivers,2011,716109
Delaware,Transit Ridership,2016,9382971
Delaware,Highway Fatalities,2016,119
Delaware,Highway use of gasoline (thousand gallons),2016,523442
Delaware,Highway vehicle-miles traveled (millions),2016,10178
Delaware,Vehicles,2016,1003840
Delaware,Licensed drivers,2016,756328
Delaware,Transit Ridership,2012,11594262
Delaware,Highway Fatalities,2012,114
Delaware,Highway use of gasoline (thousand gallons),2012,405959
Delaware,Highway vehicle-miles traveled (millions),2012,9185.73807
Delaware,Vehicles,2012,943642
Delaware,Licensed drivers,2012,720290
Delaware,Transit Ridership,2015,10257127
Delaware,Highway Fatalities,2015,131
Delaware,Highway use of gasoline (thousand gallons),2015,434287
Delaware,Highway vehicle-miles traveled (millions),2015,9930.610378
Delaware,Vehicles,2015,964316
Delaware,Licensed drivers,2015,742524
Delaware,Transit Ridership,2013,11195263
Delaware,Highway Fatalities,2013,99
Delaware,Highway use of gasoline (thousand gallons),2013,408344
Delaware,Highway vehicle-miles traveled (millions),2013,9307.81002
Delaware,Vehicles,2013,947442
Delaware,Licensed drivers,2013,723657
Delaware,Transit Ridership,2014,10952117
Delaware,Highway Fatalities,2014,124
Delaware,Highway use of gasoline (thousand gallons),2014,417947
Delaware,Highway vehicle-miles traveled (millions),2014,9596.403603
Delaware,Vehicles,2014,957669
Delaware,Licensed drivers,2014,732349
District of Columbia,Transit Ridership,2021,91422307
District of Columbia,Highway use of gasoline (thousand gallons),2021,99660
District of Columbia,Highway vehicle-miles traveled (millions),2021,3247.77543
District of Columbia,Vehicles,2021,363287
District of Columbia,Licensed drivers,2021,510985
District of Columbia,Transit Ridership,2020,276065363
District of Columbia,Highway Fatalities,2020,36
District of Columbia,Highway use of gasoline (thousand gallons),2020,93883
District of Columbia,Highway vehicle-miles traveled (millions),2020,3030.47397
District of Columbia,Vehicles,2020,356537
District of Columbia,Licensed drivers,2020,520865
District of Columbia,Transit Ridership,2022,159022175
District of Columbia,Highway use of gasoline (thousand gallons),2022,93781
District of Columbia,Highway vehicle-miles traveled (millions),2022,3420.7313
District of Columbia,Vehicles,2022,380801
District of Columbia,Licensed drivers,2022,510985
District of Columbia,Transit Ridership,2018,357138958
District of Columbia,Highway Fatalities,2018,31
District of Columbia,Highway use of gasoline (thousand gallons),2018,206199
District of Columbia,Highway vehicle-miles traveled (millions),2018,3690.677971
District of Columbia,Vehicles,2018,351933
District of Columbia,Licensed drivers,2018,527731
District of Columbia,Transit Ridership,2019,361324909
District of Columbia,Highway Fatalities,2019,23
District of Columbia,Highway use of gasoline (thousand gallons),2019,113256
District of Columbia,Highway vehicle-miles traveled (millions),2019,3756.069755
District of Columbia,Vehicles,2019,350463.2003
District of Columbia,Licensed drivers,2019,535579
District of Columbia,Person miles (millions),2017,17542
District of Columbia,Person trips (millions),2017,2832
District of Columbia,Persons traveling (thousands),2017,2482
District of Columbia,Transit Ridership,2017,357599082
District of Columbia,Highway Fatalities,2017,31
District of Columbia,Highway use of gasoline (thousand gallons),2017,99509
District of Columbia,Highway vehicle-miles traveled (millions),2017,3715.864585
District of Columbia,Vehicles,2017,346016
District of Columbia,Licensed drivers,2017,521056
District of Columbia,Transit Ridership,2010,418125650
District of Columbia,Highway Fatalities,2010,24
District of Columbia,Highway use of gasoline (thousand gallons),2010,103082
District of Columbia,Highway vehicle-miles traveled (millions),2010,3590.818444
District of Columbia,Vehicles,2010,211653
District of Columbia,Licensed drivers,2010,384940
District of Columbia,Transit Ridership,2011,419689420
District of Columbia,Highway Fatalities,2011,27
District of Columbia,Highway use of gasoline (thousand gallons),2011,105076
District of Columbia,Highway vehicle-miles traveled (millions),2011,3568.115084
District of Columbia,Vehicles,2011,316231
District of Columbia,Licensed drivers,2011,395442
District of Columbia,Transit Ridership,2016,385079879
District of Columbia,Highway Fatalities,2016,27
District of Columbia,Highway use of gasoline (thousand gallons),2016,114843
District of Columbia,Highway vehicle-miles traveled (millions),2016,3622
District of Columbia,Vehicles,2016,337100
District of Columbia,Licensed drivers,2016,489831
District of Columbia,Transit Ridership,2012,424185191
District of Columbia,Highway Fatalities,2012,15
District of Columbia,Highway use of gasoline (thousand gallons),2012,94414
District of Columbia,Highway vehicle-miles traveled (millions),2012,3571.830096
District of Columbia,Vehicles,2012,322350
District of Columbia,Licensed drivers,2012,400993
District of Columbia,Transit Ridership,2015,411779999
District of Columbia,Highway Fatalities,2015,23
District of Columbia,Highway use of gasoline (thousand gallons),2015,106690
District of Columbia,Highway vehicle-miles traveled (millions),2015,3557.192653
District of Columbia,Vehicles,2015,322929
District of Columbia,Licensed drivers,2015,455602
District of Columbia,Transit Ridership,2013,413652061
District of Columbia,Highway Fatalities,2013,20
District of Columbia,Highway use of gasoline (thousand gallons),2013,94670
District of Columbia,Highway vehicle-miles traveled (millions),2013,3527.268919
District of Columbia,Vehicles,2013,332773
District of Columbia,Licensed drivers,2013,405555
District of Columbia,Transit Ridership,2014,411345860
District of Columbia,Highway Fatalities,2014,23
District of Columbia,Highway use of gasoline (thousand gallons),2014,107715
District of Columbia,Highway vehicle-miles traveled (millions),2014,3527.5882
District of Columbia,Vehicles,2014,334331
District of Columbia,Licensed drivers,2014,419896
Florida,Transit Ridership,2021,137926288
Florida,Highway use of gasoline (thousand gallons),2021,8252295
Florida,Highway vehicle-miles traveled (millions),2021,217566.3769
Florida,Vehicles,2021,19180165
Florida,Licensed drivers,2021,16144302
Florida,Transit Ridership,2020,162383447
Florida,Highway Fatalities,2020,3331
Florida,Highway use of gasoline (thousand gallons),2020,7473496
Florida,Highway vehicle-miles traveled (millions),2020,208075.9189
Florida,Vehicles,2020,18464506
Florida,Licensed drivers,2020,15715373
Florida,Transit Ridership,2022,156114082
Florida,Highway use of gasoline (thousand gallons),2022,8351796
Florida,Highway vehicle-miles traveled (millions),2022,227757.1374
Florida,Vehicles,2022,19663462
Florida,Licensed drivers,2022,16495556
Florida,Transit Ridership,2018,227424998
Florida,Highway Fatalities,2018,3135
Florida,Highway use of gasoline (thousand gallons),2018,8539389
Florida,Highway vehicle-miles traveled (millions),2018,221815.7407
Florida,Vehicles,2018,17496002
Florida,Licensed drivers,2018,15368695
Florida,Transit Ridership,2019,226824414
Florida,Highway Fatalities,2019,3185
Florida,Highway use of gasoline (thousand gallons),2019,8586669
Florida,Highway vehicle-miles traveled (millions),2019,226514.4161
Florida,Vehicles,2019,17833719.6
Florida,Licensed drivers,2019,15560628
Florida,Person miles (millions),2017,432130
Florida,Person trips (millions),2017,42336
Florida,Persons traveling (thousands),2017,35438
Florida,Transit Ridership,2017,240202525
Florida,Highway Fatalities,2017,3116
Florida,Highway use of gasoline (thousand gallons),2017,8392520
Florida,Highway vehicle-miles traveled (millions),2017,218825.8034
Florida,Vehicles,2017,16959269
Florida,Licensed drivers,2017,15076358
Florida,Transit Ridership,2010,253409885
Florida,Highway Fatalities,2010,2444
Florida,Highway use of gasoline (thousand gallons),2010,7893177
Florida,Highway vehicle-miles traveled (millions),2010,195754.7133
Florida,Vehicles,2010,14372810
Florida,Licensed drivers,2010,13949726
Florida,Transit Ridership,2011,269321333
Florida,Highway Fatalities,2011,2400
Florida,Highway use of gasoline (thousand gallons),2011,7834706
Florida,Highway vehicle-miles traveled (millions),2011,191854.9549
Florida,Vehicles,2011,15469190
Florida,Licensed drivers,2011,13882423
Florida,Transit Ridership,2016,259882912
Florida,Highway Fatalities,2016,3176
Florida,Highway use of gasoline (thousand gallons),2016,8206142
Florida,Highway vehicle-miles traveled (millions),2016,215551
Florida,Vehicles,2016,16600317
Florida,Licensed drivers,2016,14675160
Florida,Transit Ridership,2012,278913468
Florida,Highway Fatalities,2012,2431
Florida,Highway use of gasoline (thousand gallons),2012,7886365
Florida,Highway vehicle-miles traveled (millions),2012,191373.7705
Florida,Vehicles,2012,15665990
Florida,Licensed drivers,2012,13896581
Florida,Transit Ridership,2015,279270548
Florida,Highway Fatalities,2015,2938
Florida,Highway use of gasoline (thousand gallons),2015,8037700
Florida,Highway vehicle-miles traveled (millions),2015,206982.4642
Florida,Vehicles,2015,16105008
Florida,Licensed drivers,2015,14262715
Florida,Transit Ridership,2013,286499482
Florida,Highway Fatalities,2013,2403
Florida,Highway use of gasoline (thousand gallons),2013,7954688
Florida,Highway vehicle-miles traveled (millions),2013,192701.8157
Florida,Vehicles,2013,15131740
Florida,Licensed drivers,2013,13670441
Florida,Transit Ridership,2014,286665158
Florida,Highway Fatalities,2014,2494
Florida,Highway use of gasoline (thousand gallons),2014,8248186
Florida,Highway vehicle-miles traveled (millions),2014,201040.4039
Florida,Vehicles,2014,15504810
Florida,Licensed drivers,2014,13898347
Georgia,Transit Ridership,2021,55271326
Georgia,Highway use of gasoline (thousand gallons),2021,4531818
Georgia,Highway vehicle-miles traveled (millions),2021,120685.2241
Georgia,Vehicles,2021,9142656
Georgia,Licensed drivers,2021,7663847
Georgia,Transit Ridership,2020,108510657
Georgia,Highway Fatalities,2020,1664
Georgia,Highway use of gasoline (thousand gallons),2020,4403166
Georgia,Highway vehicle-miles traveled (millions),2020,115966.8266
Georgia,Vehicles,2020,8829596
Georgia,Licensed drivers,2020,7521750
Georgia,Transit Ridership,2022,63286428
Georgia,Highway use of gasoline (thousand gallons),2022,4373769
Georgia,Highway vehicle-miles traveled (millions),2022,128871.0557
Georgia,Vehicles,2022,9153627
Georgia,Licensed drivers,2022,7360699
Georgia,Transit Ridership,2018,144907302
Georgia,Highway Fatalities,2018,1505
Georgia,Highway use of gasoline (thousand gallons),2018,4798630
Georgia,Highway vehicle-miles traveled (millions),2018,131455.5328
Georgia,Vehicles,2018,8512550
Georgia,Licensed drivers,2018,7168733
Georgia,Transit Ridership,2019,142263618
Georgia,Highway Fatalities,2019,1492
Georgia,Highway use of gasoline (thousand gallons),2019,4743377
Georgia,Highway vehicle-miles traveled (millions),2019,133127.6582
Georgia,Vehicles,2019,8594566.607
Georgia,Licensed drivers,2019,7261266
Georgia,Person miles (millions),2017,263478
Georgia,Person trips (millions),2017,22158
Georgia,Persons traveling (thousands),2017,19126
Georgia,Transit Ridership,2017,150914330
Georgia,Highway Fatalities,2017,1540
Georgia,Highway use of gasoline (thousand gallons),2017,4812597
Georgia,Highway vehicle-miles traveled (millions),2017,124733.3944
Georgia,Vehicles,2017,8442325
Georgia,Licensed drivers,2017,7060344
Georgia,Transit Ridership,2010,177791889
Georgia,Highway Fatalities,2010,1247
Georgia,Highway use of gasoline (thousand gallons),2010,4796734
Georgia,Highway vehicle-miles traveled (millions),2010,111722.467
Georgia,Vehicles,2010,7701940
Georgia,Licensed drivers,2010,6507888
Georgia,Transit Ridership,2011,170443167
Georgia,Highway Fatalities,2011,1226
Georgia,Highway use of gasoline (thousand gallons),2011,4630907
Georgia,Highway vehicle-miles traveled (millions),2011,108453.5027
Georgia,Vehicles,2011,7533740
Georgia,Licensed drivers,2011,6505690
Georgia,Transit Ridership,2016,161776226
Georgia,Highway Fatalities,2016,1556
Georgia,Highway use of gasoline (thousand gallons),2016,4587799
Georgia,Highway vehicle-miles traveled (millions),2016,122802
Georgia,Vehicles,2016,8239779
Georgia,Licensed drivers,2016,6975900
Georgia,Transit Ridership,2012,167398328
Georgia,Highway Fatalities,2012,1192
Georgia,Highway use of gasoline (thousand gallons),2012,4610055
